id,source_text,target_text,alt_text
CLEVR_train_13786,Are all of the smaller shapes matte in their finish?,"[""SELECT['all of the smaller shapes']"", ""BOOLEAN['#1', 'matte in their finish']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that are smaller']"", ""PROJECT['finishes of #REF', '#2']"", ""BOOLEAN['#3', 'is matte']""]"
CLEVR_train_13787,How many purple color cylinders are there?,"[""SELECT['purple cylinders']"", ""AGGREGATE['count', '#1']""]","[""SELECT['purple cylinders']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_13788,"If the green ball were to roll in a straight horizontal line to the left, would it hit any objects?","[""SELECT['objects']"", ""FILTER['#1', 'that are balls']"", ""FILTER['#2', 'that are green']"", ""FILTER['#1', 'that are straight to the left of #3']"", ""AGGREGATE['count', '#4']"", ""BOOLEAN['#5', 'at least one']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are green']"", ""BOOLEAN['if_exist', '#2', 'would roll in a straight horizontal line to the left would it hit anything']""]"
CLEVR_train_13789,How many of the cylinders are shiny?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is shiny']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13790,What color shape is in between the blue ball an the gray cube?,"[""SELECT['balls']"", ""SELECT['cubes']"", ""SELECT['shapes']"", ""FILTER['#1', 'that is blue']"", ""FILTER['#2', 'that is gray']"", ""FILTER['#3', 'that is betweenleftside #4']"", ""FILTER['#6', 'that is betweenrightside #5']"", ""PROJECT['the color of #REF', '#7']""]","[""SELECT['the blue ball']"", ""SELECT['the gray cube']"", ""SELECT['objects']"", ""FILTER['#3', 'that are betweenleftside #1']"", ""FILTER['#4', 'that are betweenrightside #2']"", ""PROJECT['the color of #REF', '#5']""]"
CLEVR_train_13794,What is the color of the small item on the left?,"[""SELECT['small item']"", ""FILTER['#1', 'that is on the left']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['items']"", ""FILTER['#1', 'that are small']"", ""FILTER['#2', 'on the left']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_13796,How many rubber objects are behind the large cylinder?,"[""SELECT['large cylinder']"", ""PROJECT['rubber objects behind #REF', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['the large cylinder']"", ""SELECT['objects']"", ""FILTER['#2', 'that are rubber']"", ""FILTER['#3', 'that are behind #1']"", ""AGGREGATE['count', '#4']""]"
CLEVR_train_13799,Is there any object rightside of green shiny ball?,"[""SELECT['green shiny ball']"", ""PROJECT['object on the rightside of #REF', '#1']"", ""BOOLEAN['#2', 'Is there any #REF']""]","[""SELECT['objects']"", ""SELECT['green ball']"", ""FILTER['#2', 'that is shiny']"", ""FILTER['#1', 'to the rightside of #3']"", ""BOOLEAN['#4', 'are there any #REF']""]"
CLEVR_train_138,What finish is the object farthest to the back made of?,"[""SELECT['object']"", ""FILTER['#1', 'farthest to the back']"", ""PROJECT['finish of #REF', '#2']""]","[""SELECT['object']"", ""FILTER['#1', 'farthest to the back']"", ""PROJECT['finish of #REF', '#2']""]"
CLEVR_train_13802,What material is the object behind the large red cube?,"[""SELECT['object']"", ""SELECT['red cube']"", ""FILTER['#2', 'that is large']"", ""FILTER['#1', 'behind #3']"", ""PROJECT['material of #REF', '#4']""]","[""SELECT['the large red cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that are behind #1']"", ""PROJECT['the material of #REF', '#3']""]"
CLEVR_train_13803,What shape is the object that is hidden behind two metallic objects?,"[""SELECT['objects']"", ""PROJECT['two metallic #REF', '#1']"", ""SELECT['object']"", ""FILTER['#3', 'hidden behind #2']"", ""PROJECT['shape of #REF', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""FILTER['#1', 'hidden behind two #2']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_13804,how many metallic object are there?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['metallic objects']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_13805,What is the material of the blue things?,"[""SELECT['the blue things']"", ""PROJECT['material of #REF', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""PROJECT['material of #REF', '#2']""]"
CLEVR_train_13806,What color is the sphere in front of the cylinder?,"[""SELECT['the cylinder']"", ""SELECT['spheres']"", ""FILTER['#2', 'that are in front of #1']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['cylinder']"", ""SELECT['sphere']"", ""FILTER['#2', 'that is in front of #1']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_13810,Is red the most prominent color in the image?,"[""SELECT['colors']"", ""FILTER['#1', 'in the image']"", ""PROJECT['the most prominent #REF', '#2']"", ""BOOLEAN['#3', 'is red']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""AGGREGATE['max', '#3']"", ""BOOLEAN['#4', 'is red']""]"
CLEVR_train_13811,What the color of the middle object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are in the middle']"", ""PROJECT['the color of #REF', '#2']""]","[""SELECT['the middle object']"", ""PROJECT['the color of #REF', '#1']""]"
CLEVR_train_13812,How many red cylinders?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are red']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are red']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_13813,how many of the objects are metallic,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'which are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13814,Are any objects alike?,"[""SELECT['objects']"", ""FILTER['#1', 'that are alike']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'more than zero']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are alike']"", ""BOOLEAN['#2', 'if there are #REF']""]"
CLEVR_train_13815,how many purple shiny objects are there?,"[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""FILTER['#2', 'that are shiny']"", ""AGGREGATE['count', '#3']""]","[""SELECT['shiny objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13816,What is the surface texture of the object third from the left?,"[""SELECT['the objects']"", ""FILTER['#1', 'which is third from the left']"", ""PROJECT['the surface texture of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are third from the left']"", ""PROJECT['surface texture of #REF', '#2']""]"
CLEVR_train_13817,What shape is closest to the red object?,"[""SELECT['shapes']"", ""SELECT['red object']"", ""FILTER['#1', 'that is closest to #2']""]","[""SELECT['shapes']"", ""SELECT['red object']"", ""FILTER['#1', 'closest to #2']""]"
CLEVR_train_13821,are there any shapes behind the metallic purple cube?,"[""SELECT['metallic purple cube']"", ""PROJECT['shapes behind #REF', '#1']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['metallic purple cube']"", ""PROJECT['objects behind #REF', '#1']"", ""BOOLEAN['#2', 'are there any #REF']""]"
CLEVR_train_13822,"If the cylinders were all large, how many purple objects would there be?","[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that were large']"", ""SELECT['objects']"", ""FILTER['#3', 'that are purple']"", ""AGGREGATE['count', '#4']""]"
CLEVR_train_13823,What is the color of the cylinder?,"[""SELECT['cylinder']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['cylinders']"", ""PROJECT['the color of #REF', '#1']""]"
CLEVR_train_13825,What are the purple cubes made of?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are purple']"", ""PROJECT['What #REF are made of', '#2']""]","[""SELECT['purple cubes']"", ""PROJECT['What #REF are made of', '#1']""]"
CLEVR_train_13826,what color are half of the objects,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""AGGREGATE['count', '#1']"", ""COMPARATIVE['#2', '#3', 'is half of #4']""]","[""SELECT['colors']"", ""PROJECT['objects with #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is half of #4']""]"
CLEVR_train_13827,What color is the rubber ball?,"[""SELECT['balls']"", ""FILTER['#1', 'that is rubber']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['ball']"", ""FILTER['#1', 'that is rubber']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_13828,What shape is the non metallic green item?,"[""SELECT['items']"", ""FILTER['#1', 'that are green']"", ""FILTER['#2', 'that are non metallic']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['items']"", ""FILTER['#1', 'that are green']"", ""DISCARD['#1', '#2']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_13829,Is the large cyan thing the same shape as the small green thing in front of it?,"[""SELECT['cyan thing']"", ""FILTER['#1', 'that Is large']"", ""SELECT['green thing']"", ""FILTER['#3', 'that Is small']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#4']"", ""BOOLEAN['#5', 'the same as #6']""]","[""SELECT['large thing']"", ""FILTER['#1', 'that is cyan']"", ""SELECT['small thing']"", ""FILTER['#3', 'that is green']"", ""FILTER['#4', 'in front of #2']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#5']"", ""BOOLEAN['#6', 'is the same as #7']""]"
CLEVR_train_13830,what color is the metallic sphere closest to the cylinder,"[""SELECT['the cylinder']"", ""SELECT['the metallic sphere']"", ""FILTER['#2', 'that is closest to #1']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['sphere']"", ""FILTER['#1', 'that is metallic']"", ""SELECT['cylinder']"", ""FILTER['#2', 'closest to #3']"", ""PROJECT['color #REF', '#4']""]"
CLEVR_train_13834,what is the color of the small metallic object being covered by the large green metallic cube?,"[""SELECT['the large green metallic cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that are small']"", ""FILTER['#3', 'that are metallic']"", ""FILTER['#4', 'that are covered by #1']"", ""PROJECT['the color of #REF', '#5']""]","[""SELECT['the large green metallic cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that are small']"", ""FILTER['#3', 'that are metallic']"", ""FILTER['#4', 'that are covered by #1']"", ""PROJECT['the color of #REF', '#5']""]"
CLEVR_train_13836,the smallestt object in the farthest back is which color?,"[""SELECT['the objects']"", ""PROJECT['the size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the smallestt']"", ""FILTER['#3', 'in the farthest back']"", ""PROJECT['the color of #REF', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is smallestt']"", ""FILTER['#2', 'that is in the farthest back']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_13838,How many small objects are in the picture?,"[""SELECT['small objects']"", ""AGGREGATE['count', '#1']""]","[""SELECT['small objects']"", ""FILTER['#1', 'in the picture']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_1384,What is the shape of the middle object in the left group?,"[""SELECT['object']"", ""FILTER['#1', 'in the left group']"", ""FILTER['#2', 'in the middle']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'in the left group']"", ""FILTER['#2', 'that is in the middle']"", ""PROJECT['shape of #REF', '#3']""]"
CLEVR_train_13840,What is the shape of the red shiny thing?,"[""SELECT['red thing']"", ""FILTER['#1', 'that is shiny']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['things']"", ""FILTER['#1', 'that are red']"", ""FILTER['#2', 'that are shiny']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_13842,How many cylinders can be found that share the color with the small sphere?,"[""SELECT['the small sphere']"", ""SELECT['cylinders']"", ""PROJECT['the color of #REF', '#1']"", ""PROJECT['the color of #REF', '#2']"", ""COMPARATIVE['#2', '#4', 'is the same as #3']"", ""AGGREGATE['count', '#5']""]","[""SELECT['cylinders']"", ""SELECT['spheres']"", ""FILTER['#2', 'that are small']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['colors of #REF', '#3']"", ""COMPARATIVE['#1', '#4', 'is the same as #5']""."
CLEVR_train_13844,Is the cube metallic or matte?,"[""SELECT['the cube']"", ""BOOLEAN['#1', 'is metallic']"", ""BOOLEAN['#1', 'is matte']"", ""COMPARISON['true', '#2', '#3']""]","[""SELECT['cube']"", ""BOOLEAN['#1','metallic']"", ""BOOLEAN['#1','matte']"", ""COMPARISON['true', '#2', '#3']""]"
CLEVR_train_13846,What material is the cube that has a small cube in the same color made of?,"[""SELECT['small cube']"", ""SELECT['cubes']"", ""DISCARD['#2', '#1']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['colors of #REF', '#4']"", ""COMPARATIVE['#3', '#4', 'is the same as #5']"", ""PROJECT['material of #REF', '#6']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are small']"", ""PROJECT['colors of #REF', '#2']"", ""GROUP['count', '#2', '#3']"", ""COMPARATIVE['#3', '#4', 'is one']"", ""COMPARATIVE['#1', '#5', 'is equal to one']"", ""INTERSECTION['#1', '#6', '#7']"", ""PROJECT['material of #REF', '#8']""]"
CLEVR_train_13849,What shape is the large matte object? ,"[""SELECT['large object']"", ""FILTER['#1', 'that is matte']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['large object']"", ""FILTER['#1', 'that is matte']"", ""PROJECT['shape of #REF', '#2']""]"
CLEVR_train_1385,How many brown rubber cubes appear in this photo?,"[""SELECT['cubes in this photo']"", ""FILTER['#1', 'that are brown']"", ""FILTER['#1', 'that are rubber']"", ""INTERSECTION['#1', '#2', '#3']"", ""AGGREGATE['count', '#4']""]","[""SELECT['cubes in this photo']"", ""FILTER['#1', 'that are rubber']"", ""FILTER['#2', 'that are brown']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_13850,what is the color of the object partially blocking the small purple cylinder?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are small']"", ""FILTER['#2', 'that are purple']"", ""SELECT['objects']"", ""FILTER['#4', 'that are partially blocking the #3']"", ""PROJECT['color of #REF', '#5']""]","[""SELECT['small purple cylinder']"", ""PROJECT['object partially blocking #REF', '#1']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_13852,what color is the cylinder in back?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that is in the back']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'in the back']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_13854,How many shiny cyan blocks are there?,"[""SELECT['shiny cyan blocks']"", ""AGGREGATE['count', '#1']""]","[""SELECT['shiny blocks']"", ""FILTER['#1', 'that are cyan']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13855,How many matte spheres are behind the large brown cube?,"[""SELECT['matte spheres']"", ""SELECT['large cube']"", ""FILTER['#2', 'that is brown']"", ""FILTER['#1', 'behind #3']"", ""AGGREGATE['count', '#4']""]","[""SELECT['matte spheres']"", ""SELECT['large brown cube']"", ""FILTER['#1', 'behind #2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_13856,What shape is the blue matte object?,"[""SELECT['blue matte object']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'that are matte']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_13859,What object is furthest away?,"[""SELECT['object']"", ""FILTER['#1', 'that is furthest away']""]","[""SELECT['objects']"", ""FILTER['#1', 'which is furthest away']""]"
CLEVR_train_13861,Is the rubber object the same size as the cubes or sphere?,"[""SELECT['rubber object']"", ""SELECT['cubes']"", ""SELECT['sphere']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4', 'the same as #5']"", ""BOOLEAN['#4', 'the same as #6']"", ""UNION['#7', '#8']""]","[""SELECT['rubber object']"", ""SELECT['cubes']"", ""SELECT['sphere']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']"", ""BOOLEAN['#5', 'is the same as #6']"", ""UNION['#7', '#8']""]"
CLEVR_train_13863,Does the object behind the red ball have the same shape as the object to the left of the green cylinder?,"[""SELECT['the red ball']"", ""SELECT['the green cylinder']"", ""SELECT['objects']"", ""FILTER['#3', '#1 , #2']"", ""DISCARD['#3', '#4']"", ""FILTER['#5', 'behind #1']"", ""FILTER['#5', 'to the left of #2']"", ""PROJECT['the shape of #REF', '#6']"", ""PROJECT['the shape of #REF', '#7']"", ""BOOLEAN['#8', 'the same as #9']""]","[""SELECT['objects']"", ""SELECT['red ball']"", ""SELECT['green cylinder']"", ""FILTER['#1', 'behind #2']"", ""FILTER['#1', 'to the left of #3']"", ""PROJECT['shape of #REF', '#4']"", ""PROJECT['shape of #REF', '#5']"", ""BOOLEAN['#6', 'is same as #7']""]"
CLEVR_train_13864,What color is the cylinder to the left of the rightmost ball,"[""SELECT['balls']"", ""FILTER['#1', 'that are the rightmost']"", ""SELECT['cylinders']"", ""FILTER['#3', 'that are to the left of #2']"", ""PROJECT['the color of #REF', '#4']""]","[""SELECT['cylinder']"", ""SELECT['ball']"", ""FILTER['#2', 'that is rightmost']"", ""FILTER['#1', 'to the left of #3']"", ""PROJECT['color of #REF', '#4']""]"
CLEVR_train_13866,How many objects in the picture are shiny yellow?,"[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are yellow']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'in the picture']"", ""FILTER['#2', 'that are shiny']"", ""FILTER['#3', 'that are yellow']"", ""AGGREGATE['count', '#4']""]"
CLEVR_train_13867,What shape is the only matte object?,"[""SELECT['matte object']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['the only matte object']"", ""PROJECT['the shape of #REF', '#1']""]"
CLEVR_train_13869,What color does not belong?,"[""SELECT['colors']"", ""FILTER['#1', 'which does not belong']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""FILTER['#2', 'that does not belong']""]"
CLEVR_train_1387,Are there any blue metal spheres?,"[""SELECT['blue spheres']"", ""FILTER['#1', 'that are metal']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['blue metal spheres']"", ""BOOLEAN['#1', 'are there any #REF']""]"
CLEVR_train_13870,What is the color of the small square?,"[""SELECT['the small square']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['small square']"", ""PROJECT['color of #REF', '#1']""]"
CLEVR_train_13872,How many red items are there?,"[""SELECT['items']"", ""FILTER['#1', 'that are red']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are red']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13873,How many spheres are the same material as the red cylinder?,"[""SELECT['spheres']"", ""SELECT['red cylinder']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['spheres']"", ""SELECT['red cylinder']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is same as #4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_13874,How many shiny objects do you see?,"[""SELECT['shiny objects']"", ""AGGREGATE['count', '#1']""]","[""SELECT['the objects']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13875,How many objects are the same shape as the green object?,"[""SELECT['green object']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""PROJECT['shape of #REF', '#1']"", ""PROJECT['shapes of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the same as #5']"", ""AGGREGATE['count', '#6']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is green']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is the same as #3']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_13877,How many of the cubes are smaller than the cylinders?,"[""SELECT['cubes']"", ""SELECT['cylinders']"", ""PROJECT['how small are #REF', '#1']"", ""PROJECT['how small are #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is lower than #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['cubes']"", ""SELECT['cylinders']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is smaller than #4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_13878,What color is the sphere in the back left of the image?,"[""SELECT['spheres']"", ""FILTER['#1', 'in the back left']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that is in the back left']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_13879,How many cylinders are there in the picture?,"[""SELECT['cylinders']"", ""AGGREGATE['count', '#1']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are in the picture']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13880,how many small cubes are there?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are small']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that is small']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_13886,What color is the small object that is the same shape as the largest object?,"[""SELECT['objects']"", ""PROJECT['size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the largest']"", ""PROJECT['the shape of #REF', '#3']"", ""FILTER['#1', 'that are small']"", ""PROJECT['shapes of #REF', '#5']"", ""COMPARATIVE['#5', '#6', 'is the same as #4']"", ""PROJECT['the color of #REF', '#7']""]","[""SELECT['small object']"", ""SELECT['largest object']"", ""PROJECT['shape of #REF', '#1']"", ""PROJECT['shape of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is same as #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_13887,What color is the small matte object?,"[""SELECT['small object']"", ""FILTER['#1', 'that is matte']"", ""PROJECT['colors of #REF', '#2']""]","[""SELECT['matte object']"", ""FILTER['#1', 'that is small']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_13888,Is the number of rubber objects less than the number of shiny objects?,"[""SELECT['rubber objects']"", ""SELECT['shiny objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'lower than #4']""]","[""SELECT['rubber objects']"", ""SELECT['shiny objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3','smaller than #4']""]"
