id,source_text,target_text,alt_text
CLEVR_train_6250,"There is a metallic blue cylinder directly behind a purple cube, are the two objects the same size?","[""SELECT['the metallic blue cylinder']"", ""SELECT['the purple cube']"", ""PROJECT['the size of #REF', '#1']"", ""PROJECT['the size of #REF', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['metallic cylinder']"", ""FILTER['#1', 'that is blue']"", ""SELECT['purple cube']"", ""FILTER['#2', 'directly behind #3']"", ""PROJECT['size of #REF', '#4']"", ""BOOLEAN['#5', 'the same as #6']""]"
CLEVR_train_6252,What color is most often seen?,"[""SELECT['colors']"", ""PROJECT['which #REF is most often seen', '#1']""]","[""SELECT['colors']"", ""PROJECT['how often #REF are seen', '#1']"", ""SUPERLATIVE['max', '#1', '#2']""]"
CLEVR_train_6254,How many blue objects are both large and matte?,"[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'that are large']"", ""FILTER['#2', 'that are matte']"", ""INTERSECTION['#2', '#3', '#4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['blue objects']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are matte']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6256,Is the large item a blue sphere?,"[""SELECT['items']"", ""FILTER['#1', 'that are large']"", ""BOOLEAN['#2', 'is a blue sphere']""]","[""SELECT['large item']"", ""SELECT['blue sphere']"", ""BOOLEAN['#1', 'is #REF']""]"
CLEVR_train_6257,What color is the largest item in the picture?,"[""SELECT['items']"", ""PROJECT['size of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['items']"", ""FILTER['#1', 'that is largest']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_6259,How many non metallic objects are there?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are non metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_6260,Are there any tiny matte cubes behind the purple object?,"[""SELECT['the purple object']"", ""PROJECT['cubes behind of #REF', '#1']"", ""FILTER['#2', 'that are tiny']"", ""FILTER['#3', 'that are matte']"", ""AGGREGATE['count', '#4']"", ""BOOLEAN['#5', 'is at least one']""]","[""SELECT['tiny cubes']"", ""FILTER['#1', 'that are matte']"", ""SELECT['purple object']"", ""FILTER['#2', 'behind #3']"", ""BOOLEAN['#4', 'are there any #REF']""]"
CLEVR_train_6261,Is there more than one small matte object?,"[""SELECT['small objects']"", ""FILTER['#1', 'that are matte']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'higher than one']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are small']"", ""FILTER['#2', 'that are matte']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'higher than one']""]"
CLEVR_train_6262,are any of the balls not shiny?,"[""SELECT['balls']"", ""FILTER['#1', 'that are shiny']"", ""DISCARD['#1', '#2']"", ""BOOLEAN['#3', 'if there are #REF']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are shiny']"", ""BOOLEAN['#2', 'if there are #REF']""]"
CLEVR_train_6263,Are both cubes the same color as the sphere?,"[""SELECT['cubes']"", ""SELECT['sphere']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']"", ""BOOLEAN['#6', 'is two']""]","[""SELECT['cubes']"", ""SELECT['sphere']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_6264,Is there a cylinder the same color as the larger ball?,"[""SELECT['cylinders']"", ""SELECT['larger ball']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']"", ""BOOLEAN['#6', 'is higher than zero']""]","[""SELECT['cylinders']"", ""SELECT['larger ball']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']"", ""BOOLEAN['#6', 'is at least one']""]"
CLEVR_train_6265,What color shape is closest to the screen?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is closest to the screen']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that are closest to the screen']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_6269,What shape is the object that matches the tiny shiny green things?,"[""SELECT['tiny shiny green things']"", ""PROJECT['object that matches #REF', '#1']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are tiny']"", ""FILTER['#2', 'that are shiny']"", ""FILTER['#3', 'that are green']"", ""PROJECT['shape of #REF', '#4']""]"
CLEVR_train_6270,What shape is the small gray object next to the yellow ball?,"[""SELECT['ball']"", ""FILTER['#1', 'that is yellow']"", ""SELECT['object']"", ""FILTER['#3', 'that is small']"", ""FILTER['#4', 'that is gray']"", ""FILTER['#5', 'that is next to #2']"", ""PROJECT['shape of #REF', '#6']""]","[""SELECT['small gray object']"", ""SELECT['yellow ball']"", ""FILTER['#1', 'next to #2']"", ""PROJECT['shape of #REF', '#3']""]"
CLEVR_train_6271,Are there more metallic or rubber shapes to the right of the yellow cube?,"[""SELECT['metallic shapes']"", ""SELECT['rubber shapes']"", ""SELECT['yellow cube']"", ""FILTER['#1', 'to the right of #3']"", ""FILTER['#2', 'to the right of #3']"", ""AGGREGATE['count', '#4']"", ""AGGREGATE['count', '#5']"", ""COMPARISON['max', '#6', '#7']""]","[""SELECT['metallic shapes']"", ""SELECT['rubber shapes']"", ""SELECT['yellow cube']"", ""FILTER['#1', 'to the right of #2']"", ""FILTER['#4', 'to the right of #3']"", ""AGGREGATE['count', '#5']"", ""AGGREGATE['count', '#6']"", ""COMPARISON['max', '#7', '#8']""]"
CLEVR_train_6273,How many metal spheres are in front of the red cube?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are metal']"", ""SELECT['cubes']"", ""FILTER['#3', 'that is red']"", ""FILTER['#2', 'that are in front of #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['metal spheres']"", ""SELECT['red cube']"", ""FILTER['#1', 'that are in front of #2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6274,How many green items are to the right of the green sphere?,"[""SELECT['the green sphere']"", ""SELECT['items']"", ""FILTER['#2', 'that are green']"", ""FILTER['#3', 'that are to the right of #1']"", ""AGGREGATE['count', '#4']""]","[""SELECT['sphere']"", ""FILTER['#1', 'that is green']"", ""SELECT['items']"", ""FILTER['#3', 'that are green']"", ""FILTER['#4', 'to the right of #2']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_6275,What shape is reflected in the gold cube?,"[""SELECT['objects']"", ""FILTER['#1', 'that are reflected in the gold cube']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['the gold cube']"", ""PROJECT['shape reflected in #REF', '#1']""]"
CLEVR_train_6277,What color is the farthest color to the right?,"[""SELECT['objects']"", ""FILTER['#1', 'that are farthest to the right']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is farthest to the right']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_6278,How many rubber items that aren't blue are there?,"[""SELECT['rubber items']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""]","[""SELECT['rubber items']"", ""FILTER['#1', 'which are blue']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6279,Are the two spheres the same size and the same color?,"[""SELECT['spheres']"", ""PROJECT['size', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#1', '#3', 'is two']"", ""PROJECT['color', '#1']"", ""GROUP['count', '#1', '#5']"", ""COMPARATIVE['#1', '#6', 'is two']"", ""BOOLEAN['#4', 'same as #7']""]","[""SELECT['spheres']"", ""PROJECT['sizes of #REF', '#1']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'if the two #REF are the same']"", ""BOOLEAN['#3', 'if the two #REF are the same']"", ""UNION['#4', '#5']""]"
CLEVR_train_628,Is there another object that's the same finish as the shiny blue ball?,"[""SELECT['shiny ball']"", ""FILTER['#1', 'that is blue']"", ""SELECT['objects']"", ""DISCARD['#3', '#2']"", ""PROJECT['finish of #REF', '#2']"", ""PROJECT['finish of #REF', '#4']"", ""COMPARATIVE['#3', '#5', 'is the same as #6']"", ""BOOLEAN['#7', 'is there any #REF']""]","[""SELECT['objects']"", ""SELECT['shiny ball']"", ""FILTER['#2', 'that is blue']"", ""PROJECT['finish of #REF', '#1']"", ""PROJECT['finish of #REF', '#3']"", ""COMPARATIVE['#1', '#4', 'is the same as #5']"", ""AGGREGATE['count', '#6']"", ""BOOLEAN['#7', 'is higher than zero']""]"
CLEVR_train_6283,How many cubes are the same color as cylinders?,"[""SELECT['cubes']"", ""SELECT['cylinders']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['colors of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['cubes']"", ""PROJECT['colors of #REF', '#1']"", ""SELECT['cylinders']"", ""PROJECT['colors of #REF', '#3']"", ""COMPARATIVE['#1', '#2', 'is the same as #4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_6284,how many non metallic objects are in front of the furthest cylinder?,"[""SELECT['objects']"", ""SELECT['cylinders']"", ""FILTER['#2', 'that is furthest']"", ""FILTER['#1', 'that are non metallic']"", ""FILTER['#4', 'that are in front of #3']"", ""AGGREGATE['count', '#5']""]","[""SELECT['the furthest cylinder']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#3', 'that are in front of #1']"", ""FILTER['#4', 'that are metallic']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_6286,"The cubes are the same color and material, the cylinders are the same color and material, are the spheres the same color and material?","[""SELECT['spheres']"", ""PROJECT['the colors of #REF', '#1']"", ""PROJECT['the materials of #REF', '#1']"", ""BOOLEAN['#2', 'are the same']"", ""BOOLEAN['#3', 'are the same']"", ""UNION['#4', '#5']""]","[""SELECT['cubes']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['materials of #REF', '#1']"", ""BOOLEAN['#2', 'are the same']"", ""SELECT['cylinders']"", ""PROJECT['colors of #REF', '#5']"", ""PROJECT['materials of #REF', '#5']"", ""BOOLEAN['#6', 'are the same']"", ""BOOLEAN['logical_and', 'true', '#3', '#7']"", ""SELECT['spheres']"", ""PROJECT['colors of #REF', '#8']"", ""PROJECT['materials of #REF', '#8']"", ""BOOLEAN['#10', 'is the same']"", ""BOOLEAN['logical_and', 'true', '#9', '#11']""]"
CLEVR_train_6287,"Is the object behind the small green cylinder a gold, shiny cube?","[""SELECT['object']"", ""SELECT['small cylinder']"", ""FILTER['#2', 'that is green']"", ""FILTER['#1', 'behind #3']"", ""SELECT['gold cube']"", ""FILTER['#5', 'that is shiny']"", ""BOOLEAN['#4', 'the same as #6']""]","[""SELECT['objects']"", ""SELECT['small cylinder']"", ""FILTER['#2', 'that is green']"", ""FILTER['#1', 'behind #3']"", ""SELECT['gold cube']"", ""FILTER['#5', 'that is shiny']"", ""BOOLEAN['#6', 'is #7']""]"
CLEVR_train_6288,Are there any yellow spheres?,"[""SELECT['yellow spheres']"", ""BOOLEAN['#1', 'are there any #REF']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that are yellow']"", ""BOOLEAN['#2', 'if there are #REF']""]"
CLEVR_train_6289,What is the most common color of these objects?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]","[""SELECT['objects']"", ""PROJECT['color of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]"
CLEVR_train_629,are the two gray objects the same size,"[""SELECT['gray objects']"", ""PROJECT['sizes of #REF', '#1']"", ""PROJECT['distinct #REF', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is one']""]","[""SELECT['gray objects']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]"
CLEVR_train_6290,Are there more cylinders or more spheres?,"[""SELECT['cylinders']"", ""SELECT['spheres']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['cylinders']"", ""AGGREGATE['count', '#1']"", ""SELECT['spheres']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#2', '#4']""]"
CLEVR_train_6294,What is the shape of the small matte items?,"[""SELECT['small items']"", ""FILTER['#1', 'that are matte']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['small items']"", ""FILTER['#1', 'that are matte']"", ""PROJECT['shape of #REF', '#2']""]."
CLEVR_train_6295,What is the color of the object of the largest size?,"[""SELECT['objects']"", ""PROJECT['sizes of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['objects']"", ""PROJECT['sizes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the largest']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_6296,a large shiny cube is closest to what shape?,"[""SELECT['objects']"", ""FILTER['#1', 'that is large']"", ""FILTER['#2', 'that is shiny']"", ""FILTER['#3', 'that is cube']"", ""FILTER['#1', 'closest to #4']"", ""PROJECT['shape of #REF', '#5']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are shiny']"", ""SELECT['shapes']"", ""FILTER['#4', 'closest to #3']""]"
CLEVR_train_63,What color is the object that doesn't belong in the matte group?,"[""SELECT['objects']"", ""FILTER['#1', 'in the matte group']"", ""DISCARD['#1', '#2']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'in the matte group']"", ""DISCARD['#1', '#2']"", ""PROJECT['the color of #REF', '#3']""]"
CLEVR_train_6300,Are all the red objects shiny?,"[""SELECT['red objects']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are red']"", ""BOOLEAN['#2', 'if all #REF are shiny']""]"
CLEVR_train_6301,How many colored cubes are there?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are colored']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cubes']"", ""PROJECT['color of #REF', '#1']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_6302,What is the shape of the object that is behind the blue object?,"[""SELECT['objects']"", ""FILTER['#1', 'that is blue']"", ""FILTER['#1', 'that is behind #2']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is blue']"", ""FILTER['#1', 'that is behind #2']"", ""PROJECT['shape of #REF', '#3']""]--"
CLEVR_train_6303,What shape is behind the gray cube and to the left of the blue cylinder?,"[""SELECT['shapes']"", ""SELECT['the gray cube']"", ""SELECT['the blue cylinder']"", ""FILTER['#1', 'that is behind #2']"", ""FILTER['#4', 'to the left of #3']""]","[""SELECT['the gray cube']"", ""SELECT['the blue cylinder']"", ""SELECT['shapes']"", ""FILTER['#3', 'that are behind #1']"", ""FILTER['#3', 'that are to the left of #2']"", ""INTERSECTION['#3', '#4', '#5']""]"
CLEVR_train_6304,How many large matte objects are spheres?,"[""SELECT['objects']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are matte']"", ""FILTER['#3', 'that are spheres']"", ""AGGREGATE['count', '#4']""]","[""SELECT['matte objects']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are spheres']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6305,Are there more metallic spheres than green objects?,"[""SELECT['metallic spheres']"", ""SELECT['green objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'higher than #4']""]","[""SELECT['metallic spheres']"", ""SELECT['green objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than #4']""]"
CLEVR_train_6309,How many green shapes are there?,"[""SELECT['shapes']"", ""FILTER['#1', 'that are green']"", ""AGGREGATE['count', '#2']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is green']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_631,"There is one cube in the picture, what color is it?","[""SELECT['the cube']"", ""FILTER['#1', 'in the picture']"", ""PROJECT['the color of #REF', '#2']""]","[""SELECT['cubes in the picture']"", ""PROJECT['the color of #REF', '#1']""]"
CLEVR_train_6310,Is there two blue cubes next to each other? ,"[""SELECT['cubes']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'that are next to each other']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is at least two']""]","[""SELECT['blue cubes']"", ""FILTER['#1', 'next to each other']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is two']""]"
CLEVR_train_6312,How many objects are right next to a matte green cylinder?,"[""SELECT['objects']"", ""SELECT['cylinders']"", ""FILTER['#2', 'that is green']"", ""FILTER['#3', 'that are matte']"", ""FILTER['#1', 'that are next to #4']"", ""AGGREGATE['count', '#5']""]","[""SELECT['objects']"", ""SELECT['cylinder']"", ""FILTER['#2', 'that is matte']"", ""FILTER['#3', 'that is green']"", ""FILTER['#1', 'right next to #4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_6313,How many objects are partially hidden behind the matte gray cube?,"[""SELECT['matte gray cube']"", ""PROJECT['objects partially hidden behind #REF', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['the matte gray cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that are partially hidden behind #1']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6314,Are there shapes behind the yellow cube?,"[""SELECT['the yellow cube']"", ""PROJECT['objects behind of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is at least one']""]","[""SELECT['shapes']"", ""SELECT['yellow cube']"", ""FILTER['#1', 'behind #2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is at least one']""]"
CLEVR_train_6317,Are the cubes both the same color?,"[""SELECT['cubes']"", ""PROJECT['colors of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to one']""]","[""SELECT['cubes']"", ""PROJECT['color of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]"
CLEVR_train_6320,What color is the sphere located between the green cylinder and blue cube?,"[""SELECT['sphere']"", ""SELECT['green cylinder']"", ""SELECT['blue cube']"", ""FILTER['#1', 'betweenleftside #2']"", ""FILTER['#4', 'betweenrightside #3']"", ""PROJECT['color of #REF', '#5']""]","[""SELECT['spheres']"", ""SELECT['green cylinder']"", ""SELECT['blue cube']"", ""FILTER['#1', 'betweenleftside #2']"", ""FILTER['#4', 'betweenrightside #3']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_6321,Are the two large spheres the same color?,"[""SELECT['large spheres']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]","[""SELECT['large spheres']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]"
CLEVR_train_6325,What color is the sphere nearest to the blue cube?,"[""SELECT['blue cube']"", ""PROJECT['sphere nearest to #REF', '#1']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['spheres']"", ""SELECT['blue cube']"", ""FILTER['#1', 'nearest to #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_6326,How many objects are yellow?,"[""SELECT['objects']"", ""FILTER['#1', 'that are yellow']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are yellow']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6327,"The shape of this thing does not have a another thing with the same shape, what color is it?","[""SELECT['things']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#1', '#3', 'is one']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['things']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']"", ""COMPARATIVE['#1', '#2', 'is #4']"", ""PROJECT['color of #REF', '#6']""]"
CLEVR_train_6328,What color is the large ball behind the red cylinder?,"[""SELECT['red cylinder']"", ""PROJECT['large ball behind #REF', '#1']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['large ball']"", ""SELECT['red cylinder']"", ""FILTER['#1', 'that is behind #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_6329,How many yellow metallic shapes are there?,"[""SELECT['shapes']"", ""FILTER['#1', 'that are metallic']"", ""FILTER['#2', 'that are yellow']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are yellow']"", ""FILTER['#2', 'that are metallic']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6330,What color are the left rubber cylinder and the right rubber cube?,"[""SELECT['left rubber cylinder']"", ""SELECT['right rubber cube']"", ""SELECT['color']"", ""INTERSECTION['#3', '#1', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are rubber']"", ""FILTER['#2', 'that are on the left']"", ""SELECT['cubes']"", ""FILTER['#4', 'that are on the right']"", ""PROJECT['color of #REF', '#3']"", ""PROJECT['color of #REF', '#5']"", ""UNION['#6', '#7']""]"
